frame,step,time_ns,n_shell1,n_shell2
490,5400000,4.9,16,30
491,5410000,4.91,11,30
492,5420000,4.92,18,23
493,5430000,4.93,17,30
494,5440000,4.94,17,26
495,5450000,4.95,13,30
496,5460000,4.96,14,28
497,5470000,4.97,15,28
498,5480000,4.98,16,28
499,5490000,4.99,14,29
500,5500000,5.0,12,32
